protein_id	md5	length	has_internal_stop	in_uniparc	n_interpro	n_pfam	n_go	n_interpro_gos	interpro_gos
APU25_19985	C11530BF021A2ACBA61047F4A12A221D	290	yes	no					
APU25_19990	C68F2D0706023E884AE04D416C14D9E4	105	no	no					
APU25_19995	FD1A22175624225B1447C04538C88992	877	no	no					
APU25_20000	3008D4AE3BC597EC25587225BE4CB9B3	360	no	yes	6	2	0	5	GO:0004585,GO:0006520,GO:0006591,GO:0016597,GO:0016743
APU25_20005	719D85173ACBA1ED2D44793E25E983FD	536	no	no					
APU25_20010	E55C3D181BCB05536671C7C625C7E69B	321	no	yes	4	1	0		
APU25_20015	F3C0E91026DE6883899043002DC296B6	200	no	yes	2	1	0	2	GO:0004525,GO:0006396
APU25_20020	FF52FAEB2C259E0A7CEC69D0F36D72DF	688	no	yes	4	1	0	2	GO:0006751,GO:0036374
APU25_20025	1AFB619A67878914F902B6B1C7474FFC	421	no	no					
APU25_20030	EA84F2C390370DA038B8BC52CC31FFB4	138	no	no					
APU25_20035	0347A1165A90F688A383F8352E01A5F5	144	yes	no					
APU25_20040	9A5A12A65BD3F8A9F44AA6B4B80F29EF	332	no	yes	4	1	0	2	GO:0004089,GO:0008270
APU25_20045	E817541BBA30F62A1FBC039147F7DA02	403	no	no					
APU25_20050	D9AFDD2EB09A391940729F90F77FFB72	501	no	yes	6	1	0	3	GO:0016020,GO:0022857,GO:0055085
APU25_20055	A5C1B282F3F5B601FE906A673A62F489	189	no	yes	0	0	0		
APU25_20060	BDBDCEA4FFE62CE77B9135CB58C1AC5F	1145	no	yes	11	5	0	1	GO:0003676
APU25_20065	AF87DFAC9357330845AFDB2EA075323E	614	no	yes	7	3	0	3	GO:0004842,GO:0008270,GO:0016567
APU25_20070	022A8220AF6384841B02DA65195F4960	289	no	yes	2	1	0	5	GO:0006829,GO:0016020,GO:0030001,GO:0046873,GO:0055085
APU25_20075	84C73F354B356C3D9C2FDD27D50A3CB8	151	no	yes	0	0	0		
APU25_20080	C3902C0407C6830ADF87B9138681FD13	312	no	yes	2	1	0		
APU25_20085	A8B0638C941B62B56A4BA3DEA0C2612B	535	no	yes	3	1	0		
APU25_20090	1991A943B9973DFF19F6F255CAC43480	325	no	no					
APU25_20095	B3BFD48F3DF6C9FA8EDB89D351A0A5A1	129	no	yes	0	0	0		
APU25_20100	1B36F2E51E14EB08BA6D1C7261666BED	917	no	yes	2	1	0		
APU25_20105	965AD9774D27955692B8DD5E45691D3D	1018	no	no					
APU25_20110	217C234EE099DBFDB7C997EA54941F6C	324	no	yes	1	1	0	1	GO:0006364
APU25_20115	21589C05124311E95352243A67831D73	253	no	yes	4	1	0	2	GO:0000105,GO:0004424
APU25_20120	648867507B6889E5D32C3AD55DB35B39	439	no	no					
APU25_20125	1173696340318FCC43887E7A759F0A36	345	no	yes	3	1	0	1	GO:0003824
APU25_20130	DD7FA8942DAF92C2AA5F093688FD0011	214	no	no					
APU25_20135	D6D1C664960FF48BF5F7AC1BC137F93E	457	no	no					
APU25_20140	1AEFCF8AEF66911888B5F64E6A5C9E7E	303	no	yes	0	0	0		
APU25_20145	82E070C534B3B63F32C98A81E71A5F25	217	no	yes	1	0	0		
APU25_20150	F7A6C3C7F86F59D512AEA8A9DBE87747	369	no	yes	5	1	0	1	GO:0016491
APU25_20155	EFA3FE3DF79325CC2F418D647358DD2E	177	no	yes	0	0	0		
APU25_20160	6EC498ABE5EF8313B0BFDE541C09F236	499	no	yes	3	0	0	3	GO:0003677,GO:0003700,GO:0006355
APU25_20165	1CBFD7A10AA7CC3DED46C0841BB35DE2	229	no	no					
APU25_20170	D174EFC375347798B7458D696C31D3D5	597	no	no					
APU25_20175	C5C57F2B910F208A87273F02F89AE286	142	no	yes	0	0	0		
APU25_20180	D8AABFFC970951FC552B84FCB749E02A	191	no	yes	4	1	0	1	GO:0032040
APU25_20185	2982CC02F6A526B47522A2A38A9F4A74	888	no	yes	4	1	0	2	GO:0003676,GO:0003723
APU25_20190	7FC655885C3CB38E2707C804C45ACE2A	136	no	yes	1	1	0		
APU25_20195	5AD9795AD3AEC4C36FFE225A3C9FC1F5	524	no	yes	2	1	0		
APU25_20200	899F941C7E5E5BB3E0F6AA754740F27A	389	no	yes	1	1	0		
APU25_20205	4823791911EABBB18C24F2D235912567	475	no	no					
APU25_20210	62556BA7E5EBB9673282474F99BA2326	586	no	yes	4	4	0	1	GO:0005515
APU25_20215	C0A5837C0FF669EFD00D98C5B3B41612	481	no	yes	3	1	0		
APU25_20220	E6EE28320AD38117F22295AFF3E95954	728	no	yes	6	2	0	2	GO:0046373,GO:0046556
APU25_20225	269DAA3BFFE0240D79FA00E3AB165DCF	116	no	no					
APU25_20230	27516439D49BD88BDE5106B477004A87	375	no	yes	2	1	0		
APU25_20235	C9AB3ACD1FC0C1B0D583F42532C0CC66	399	no	yes	2	1	0		
APU25_20240	3E0F521B5CB2F260BCDE1C683B621CA3	1038	no	yes	9	4	0	3	GO:0004252,GO:0006508,GO:0008236
APU25_20245	BE7A43BE2BA962570317F674CC45550C	1998	no	no					
APU25_20250	7AE88A004B0E01D790F3D03B10141925	203	no	no					
APU25_20255	6C3F8D7291F9E8FA2EA3EAA4E4BC4868	305	no	yes	1	1	0	2	GO:0005789,GO:0015031
APU25_20260	05FA6D18656A1367D60B0E0A3E46F038	191	no	yes	0	0	0		
APU25_20265	3721B0272D9E3B74A815E38388FDE4F5	126	no	yes	0	0	0		
APU25_20270	9DA6306CE296E8EC2D2B88726AEDBA77	456	no	yes	3	1	0	5	GO:0000287,GO:0004450,GO:0006102,GO:0016616,GO:0051287
APU25_20275	324B50CB5FBAEE5606F587DFE135AE02	75	no	yes	0	0	0		
APU25_20280	1EB9C01044B3BF7C84040682D63C2CBF	197	yes	no					
APU25_20285	F453216AC9BCE862C36F1B1C552B2131	960	no	yes	3	1	0	4	GO:0003876,GO:0009168,GO:0019239,GO:0032264
APU25_20290	8031C8D06057B965FD7482559B5040EC	736	no	no					
APU25_20295	E42AA78DF0EC4504C2C46CB62C2BED16	107	no	yes	0	0	0		
APU25_20300	E9CB85CAC56BB1B1565FFE39CDEBDD37	3605	no	no					
APU25_20305	258254667C25D6B131BA962D652858F5	1019	no	no					
APU25_20310	E642FB1CD2D816F9C406B1932EE2F9FD	276	no	yes	2	1	0	2	GO:0006897,GO:0016020
APU25_20315	76FC92134FD6B829EA5A2D325D68AEF3	574	no	yes	5	2	0	2	GO:0004222,GO:0006364
APU25_20320	9D2EAFC616DDA03E66524EC96D516FB6	407	no	yes	7	1	0	3	GO:0003824,GO:0004084,GO:0009081
APU25_20325	14C2538827F8531AE3BE0684097BF622	342	no	yes	4	2	0		
APU25_20330	CABEE1032C76506D5C8BF468564EE5BD	545	no	yes	3	1	0	3	GO:0003723,GO:0008033,GO:0016423
APU25_20335	BD1BFC6852510B5D2E305D1634F79EBF	464	no	no					
APU25_20340	D11DA2AFC37F7ABA1913779C4B459819	943	no	no					
APU25_20345	40F7B8FF46954B9D72C91D499B82159A	324	no	yes	6	2	0	2	GO:0000178,GO:0003723
APU25_20350	B723CC7911A5E32621FF16EDFC687AFA	1005	no	yes	9	5	0	5	GO:0003676,GO:0003723,GO:0003724,GO:0005524,GO:0006401
APU25_20355	85ADCB92AF757B4FE6D833ADE106E315	214	no	yes	1	1	0	1	GO:0007034
APU25_20360	40E0ACCA4ACD98D54F3C61FC9216CEA3	258	no	no					
APU25_20365	2AD42B27B0D49DF89B27844D3E2A2FB0	608	no	no					
APU25_20370	F42024D6D897076781BC03D17F03C6E5	589	no	yes	2	2	0	2	GO:0005524,GO:0046872
APU25_20375	EAE04C64097DE1985E23F0BC36F25EAB	119	no	no					
APU25_20380	7947B2519962E247FE56DB8842204025	633	no	no					
APU25_20385	3C0EF8650E485307E5BB83B8004CFB1A	523	no	yes	3	2	0	1	GO:0005509
APU25_20390	D94BFEC07EBB3E74ECDB0B75C266266B	327	no	no					
APU25_20395	0FEF5BEA57481B5E41C5DAE00992FFCE	381	no	no					
APU25_20400	8D2756F6F60E0E04D54DE7298B2E7565	303	no	yes	2	1	0	4	GO:0009654,GO:0010207,GO:0010242,GO:0042549
APU25_20405	A2392313F288AA882F18F5DBED47B7BC	184	no	yes	4	1	0	2	GO:0003924,GO:0005525
APU25_20410	22D7DB09E9EF41FD9054E75D23F1CF7E	224	no	no					
APU25_20415	23FD4D66C5F9FC38B9EAD50F12196FFD	430	no	no					
APU25_20420	AB945D20B5500C8D858E45CFF72F1906	209	no	yes	3	1	0	2	GO:0001522,GO:0042254
APU25_20425	6C82994270535C467D49B26AA932CA97	643	no	yes	4	1	0	1	GO:0005515
APU25_20430	90B7960FF1F8328F9F8BB675AE31B053	359	no	yes	1	1	0		
APU25_20435	599D6871CBDB8460B0569D6DC540B010	945	no	no					
APU25_20440	D624BE102042F816AC38706F47201743	593	no	yes	4	1	0	3	GO:0004555,GO:0005975,GO:0005991
APU25_20445	DD79A1F138A9F6DAB8BA85C7A7B78470	687	no	no					
APU25_20450	339C439170D73E360FCC3FAEAE3FF2B0	1800	no	no					
APU25_20455	668A5091EA1077D452A49C15FB6BCF30	202	no	yes	1	1	0	1	GO:0000444
APU25_20460	2B5ED7FC2EABC7CCCA69176287C1DDB8	445	no	yes	8	3	0	2	GO:0005524,GO:0016887
APU25_20465	44F48E60B51772AA9FF2912966390BC5	353	no	yes	5	2	0	2	GO:0004735,GO:0055129
APU25_20470	62BCE5967E53DB80247A92C7A858D549	390	no	yes	6	2	0	2	GO:0042254,GO:0042256
APU25_20475	45E2A07E34C38A345744F0019431F003	350	no	no					
APU25_20480	7FFDD483FADE6A562BAA66BF93BF1E17	4347	no	no					
APU25_20485	E87BA70ED9ED8B8363149378B202D9BB	8508	no	no					
APU25_20490	FB0ED8022DC7C114DB688740337ED47B	862	no	no					
APU25_20495	008B1C8907F255AEF10D5499DB08C55D	952	no	no					
APU25_20500	E2EC4B69EABFC1F7CC78EBEC6494CDF4	233	no	no					
APU25_20505	EEFB74D7E25C83FCE23A9DC99EE5C9B6	337	no	yes	3	1	0	1	GO:0009058
APU25_20510	44F3625098D8C83D1664AC6565EA45D1	1454	no	no					
APU25_20515	3CFB646ADC179D12E907FFEE9409311D	281	no	yes	3	0	0	2	GO:0003677,GO:0003700
APU25_20520	F25D110B669B76A86E58DE3327551767	411	no	no					
APU25_20525	FE57AE82AFD2C2AB1507DBC894ED136C	310	no	yes	1	1	0		
APU25_20530	B07CA3FF79A539EF8CFAA106EB29A936	328	no	yes	4	1	0	3	GO:0005506,GO:0016705,GO:0031418
APU25_20535	8B19662304F3C76880BB85EF5914C621	834	no	yes	7	3	0	1	GO:0005524
APU25_20540	79A47E6D041F50815A4A4B19E3C36CCA	241	no	yes	0	0	0		
APU25_20545	347A6350969438303DE2B8DC166995D3	111	no	yes	1	0	0		
APU25_20550	02E35DE163C73A77F1E570DC717A19C9	246	no	yes	2	1	0		
APU25_20555	73D7352F5F44EBDCC117E17F715B90F9	114	no	yes	1	1	0	3	GO:0003712,GO:0006357,GO:0016592
APU25_20560	1EA5D3EAFCE697A13ADD24A472DD66FD	224	no	yes	4	1	0	2	GO:0003676,GO:0003723
APU25_20565	FC165398C3FB43865E9F26555677D03E	253	no	yes	2	1	0	1	GO:0042586
APU25_20570	7B7CA9A5FABDC560444ECF493C7B375C	406	no	no					
APU25_20575	08446B4426D7F2365C6A43CEAE9A2500	75	no	no					
APU25_20580	F50B285C79B39296B8D8168B5B85B490	209	no	yes	3	1	0	2	GO:0003677,GO:0046982
APU25_20585	AF3C454BE61DE8C24A29222C68EBE852	774	no	yes	8	3	0	4	GO:0005085,GO:0005515,GO:0009058,GO:0031369
APU25_20590	105E6D214DB7E36FA503531A8EAC138B	474	no	yes	5	1	0	1	GO:0030170
APU25_20595	708A290543FAE4BDBC7274F907448FE2	362	no	no					
APU25_20600	309F3A09AC2CF99D112F982276E3407B	537	no	no					
APU25_20605	02AC6091846353C48BAFBECFD8783855	617	yes	no					
APU25_20610	346229CC1FC1798A2A8C8E395B675BE8	271	no	yes	3	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_20615	6FF8C43897717BCF69D0AA0B07445044	862	no	no					
APU25_20620	32EEDA0FB741A7DDD6DE7A7B9E2B3B97	212	no	yes	1	1	0	2	GO:0005739,GO:0065003
APU25_20625	FF308BA8BCABDFC442933709E0694A64	126	no	yes	3	1	0		
APU25_20630	F90A9000587505C7B395D1F672754896	206	no	yes	4	1	0		
APU25_20635	4D0345C995DA1391DE26217BA01A711C	401	no	yes	6	2	0	1	GO:0004672
APU25_20640	E099E7B1B98F31568647ADCDC43FF30F	534	no	yes	6	2	0	3	GO:0006281,GO:0017108,GO:0033557
APU25_20645	1D1BB63524251E098B9FEEE402875BFB	395	no	yes	5	2	0		
APU25_20650	57A10450D7C055DA1B78CF66C69040E0	225	no	yes	1	0	0		
APU25_20655	B76DD618618898D290BE80AB70A66118	420	no	yes	3	1	0		
APU25_20660	B97AEFEE55EAB6F3E7DAFA5F3D787305	208	no	yes	1	1	0		
APU25_20665	417DDDE8B7580152DA7222221BD3FAA1	460	no	no					
APU25_20670	67DD6BED6997443CFC9DE6BCBD6C6A23	138	no	no					
APU25_20675	869B692BEFAA580C7369ED358BA56BD2	572	no	yes	6	2	0	2	GO:0000045,GO:0005515
APU25_20680	61C8D4ACA497EE8BCB37A7525315C05C	331	no	yes	4	2	0	4	GO:0000338,GO:0005515,GO:0008180,GO:0008233
APU25_20685	361DF826BDF7E2AB74CFAC3267211D9A	347	no	yes	2	1	0	1	GO:0003723
APU25_20690	A05CF0697A5A3A2E5E6E4775AA53BC5E	509	no	no					
APU25_20695	537E9E20B4C57DF70C239B54C0F843B9	1068	no	no					
APU25_20700	A4FE90D32C7E7BD7319FCC7A34A7E40D	666	no	yes	6	1	0	3	GO:0005524,GO:0006457,GO:0016887
APU25_20705	12386B41D25171B396DD816FE70F612F	377	no	yes	4	1	0	4	GO:0003824,GO:0009058,GO:0009435,GO:0016779
APU25_20710	78F0C7077B0C181A82B5C79123B63C71	126	no	yes	2	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_20715	2F57E174BE3A0176C77BC66321C0D8D2	762	no	yes	0	0	0		
APU25_20720	4C49E5B47994004121AAF5B96B2A6A88	200	no	yes	0	0	0		
APU25_20725	DF17181496C73B939F9906605828950B	359	no	yes	1	1	0	1	GO:0006506
APU25_20730	4DDDFC752E5BAC1633264FE67BD73C7E	140	no	yes	2	1	0		
APU25_20735	52D47B38E416B3895CFC2597E994C62F	588	no	no					
APU25_20740	792EB4B1233FC0968B023A5DD7A4F09D	634	no	no					
APU25_20745	05E0638C5930B90811B54157960AFF39	366	no	yes	0	0	0		
APU25_20750	B6B268F68E07986CF93D99854A443CD4	253	no	no					
APU25_20755	A601ACA28630FCCD09E866BD594339F1	141	no	no					
APU25_20760	C46166C3208920F0B4295E09280B9FB8	559	no	no					
APU25_20765	BE29BB2304F8939C4433DB84F93F38F4	192	no	no					
APU25_20770	40228E4A11E948655827BF1E0D794EFB	276	no	yes	2	1	0	2	GO:0009765,GO:0016020
APU25_20775	595F8CC6C67399E1D94C91F305D7EC94	157	no	yes	0	0	0		
APU25_20780	16B45D828EA05996A054C61F3BD244F6	213	no	yes	4	1	0	3	GO:0000413,GO:0003755,GO:0006457
APU25_20785	B27F04D7F44515EBA4F20D5C1DC72F67	379	no	no					
APU25_20790	4B3E2630C1883AA8C71FA1FD9180C166	422	no	yes	6	1	0	4	GO:0004672,GO:0004674,GO:0005524,GO:0006468
APU25_20795	81C470F2C581061B3D35C59DB79FA74D	237	no	yes	0	0	0		
APU25_20800	E0A23BC09D731695DFCAF13189C48273	153	no	yes	1	1	0	2	GO:0016020,GO:0045271
APU25_20805	9508132B0B4DDC21460E221686C8BC0C	341	no	yes	1	1	0		
APU25_20810	D445D163C28A0A946E96F1F477E914D8	235	no	no					
APU25_20815	69F26FD31ABDA8D262F958A0E08F8960	482	no	no					
APU25_20820	2FC2B19F0A8E18AEE6D80DBAE01B3ACE	341	no	no					
APU25_20825	D8BC15277EE4A706890A562724FD9ECA	323	no	yes	0	0	0		
APU25_20830	C088BAD7A48712CEFBF721EBFAAB2700	624	no	yes	0	0	0		
APU25_20835	DD12021D5DE0A4E66B03675DB1820D85	245	no	yes	5	2	0	1	GO:0000027
APU25_20840	234053EB53480EB31552547D2EEAEE26	374	no	yes	1	1	0		
APU25_20845	4DB6531AE44DBC556E30C48DE1493AA9	124	no	yes	1	1	0	2	GO:0015078,GO:0015986
APU25_20850	361F78036D78BDA8220FBD6E373BCD27	374	no	yes	3	2	0	2	GO:0000413,GO:0003755
APU25_20855	9E2D833C5B30B4061B4973B25819AC53	300	no	yes	3	1	0	3	GO:0003779,GO:0015629,GO:0030042
APU25_20860	B1AA2EA84C8442B584C52FE698355B27	1208	no	yes	3	2	0		
APU25_20865	54C1CC2CB3A7907C0305A60BE299AC1D	254	no	yes	0	0	0		
APU25_20870	4A29F00601F8EB42FB9BFCA6656F1E08	597	no	yes	2	1	0		
APU25_20875	8A5D0F8E5F1173E9BBB25A706DB01E11	1774	no	no					
APU25_20880	6CC4035DDFC57294F4BD01F721BD8FE6	776	no	no					
APU25_20885	414165EE637DB7A4B791CDFACA9B23ED	300	no	yes	3	1	0	2	GO:0003676,GO:0003723
APU25_20890	211E8B41F09F83BCDEE191A00835F72E	208	no	no					
APU25_20895	3471FC67896F6856203D1F6ED8AF3EFC	233	no	yes	0	0	0		
APU25_20900	76666603916C1512662EF69B95798F1E	55	no	yes	1	1	0		
APU25_20905	F3E0DA6255F2A3C6ABE560FE7929F1AF	114	no	yes	0	0	0		
APU25_20910	10DBB389295813308EC177540DED838F	233	no	yes	4	1	0		
APU25_20915	637BBB1538D280D8CE8E1D2BFEF30B88	346	no	no					
APU25_20920	E19C4D63CB52CAABF4A4B82AFB8BE37C	288	no	yes	1	1	0	2	GO:0003824,GO:0009058
APU25_20925	526D6CAE8E4AC97C34F056CB164DC5B3	301	no	no					
APU25_20930	13511CDF2E587C3CA2344587468B82BF	430	no	yes	3	1	0	2	GO:0004659,GO:0008299
APU25_20935	265315FCA82F9579CE74586A5BF6763A	268	no	yes	7	2	0	5	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0015935
APU25_20940	102D781E11F27D945F75B3093670EEA1	689	no	no					
APU25_20945	918F5698E1078B92895106DAAF5FA1EB	749	no	yes	2	1	0	1	GO:0008270
APU25_20950	49FEBA5521A67B2F78724E3C350F73BE	430	no	no					
APU25_20955	A0FF7C4F71950062F44E8FA49D0921C0	130	no	yes	0	0	0		
APU25_20960	9635E779EAC65CAA3B68FAAD230BAC98	838	no	yes	9	3	0	7	GO:0003824,GO:0004497,GO:0005507,GO:0005515,GO:0006518,GO:0016020,GO:0016715
APU25_20965	C8752315C021FDE7C413C70653E039FD	420	no	yes	3	1	0	1	GO:0005515
APU25_20970	FFC022AFD5253522B03EA51D991F6AF2	59	no	yes	0	0	0		
APU25_20975	70A91BFD02E0025B34A9323FACA15D30	231	no	yes	0	0	0		
APU25_20980	C5820DE03F4B27A9AF1E7EE31C1A6EA5	478	no	yes	10	3	0	4	GO:0004637,GO:0005524,GO:0009113,GO:0046872
APU25_20985	68A3468AEA59696E99AAA0D6F933CA6F	394	no	yes	3	1	0	1	GO:0004482
APU25_20990	4945A74769F9A1D20E57C27BA6189BB2	185	no	no					
APU25_20995	446BF52A6BB7E0DB768F44788D84A151	416	no	no					
APU25_21000	66FF8257ECD1D5379525513B2B10CB67	744	no	no					
APU25_21005	F2DF0DA3EC1AF86783B5BFD88A740DCD	231	no	yes	4	1	0	2	GO:0016209,GO:0016491
APU25_21010	811185C9B9037B3D155D3D34BE38B731	475	no	no					
APU25_21015	A296691CB5BA3525B4C077388CDCF295	137	no	yes	0	0	0		
APU25_21020	B465BF877D69671C73EF492DD19B64BD	134	no	yes	0	0	0		
APU25_21025	76558508F2080A7291F59F2F7EE982E7	183	no	yes	4	2	0	1	GO:0032434
APU25_21030	5ACEFC43300B99368CFC3F178292494B	443	no	no					
APU25_21035	5764C837AF03417559028C8F5307FBF2	92	no	no					
APU25_21040	167CA89832CB057F0AC25CE8B48F2B6A	249	no	no					
APU25_21045	DB64C785820154F2D42039E6088ACC54	364	no	yes	6	1	0	6	GO:0004672,GO:0005524,GO:0005675,GO:0006468,GO:0008353,GO:0070985
APU25_21050	51D7676D9FF9CECFF9BA1CE0A1BAA778	119	no	no					
APU25_21055	FE57992AAD8711B3306FBBAD23E2A765	557	no	no					
APU25_21060	2B260FC3594025A08FE3839C267089EB	1269	no	no					
APU25_21065	13B80D01D53D5379CB12C4B40E2E6929	315	no	yes	1	0	0		
APU25_21070	6E2BC77BE385276E2687A646D76521C8	458	no	yes	1	0	0		
APU25_21075	F22363D949A52033A036C0063F7C2FFE	446	no	no					
APU25_21080	7F53B25C6DBDDA8D95EE6D25C5A60F98	235	no	yes	1	1	0	1	GO:0007034
APU25_21085	368CCCE08C61445B040A155626B73881	285	no	yes	4	2	0	3	GO:0008757,GO:0016435,GO:0070476
APU25_21090	3FEDD0EDF9EE5C2BD5903819385FDCB4	279	no	yes	6	1	0	5	GO:0003677,GO:0005634,GO:0006260,GO:0006281,GO:0006310
APU25_21095	6FE6F7411416A3E6956326D9F8A502D9	269	no	yes	0	0	0		
APU25_21100	FD1BD62EB88801686972E0C77F1F1BBB	356	no	yes	2	1	0	2	GO:0005484,GO:0006890
APU25_21105	D99CD16DEECAD3A5259E70F3F9CFED41	870	no	yes	9	3	0	6	GO:0004176,GO:0004222,GO:0005524,GO:0006508,GO:0016020,GO:0016887
APU25_21110	3DAE2E20505F0F7F73A943DF25A7ABAB	140	no	yes	3	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_21115	7C35F2A289244F97048B6009A06D5C60	423	no	yes	2	1	0	2	GO:0016020,GO:0032977
APU25_21120	CF7696D23E80DC467062B15F51593398	308	no	no					
APU25_21125	CAC424C3739E0C293D7F1FABDBBBE7AC	331	no	no					
APU25_21130	CCFB5CBDBE4A272EC446B5637E5F79E7	247	no	no					
APU25_21135	85B6FF89C2015DAB0DC069E96F2BCB30	356	no	no					
APU25_21140	145EE0A00F1353D6078D2F7F82322F7D	485	no	no					
APU25_21145	6C97B94CC7E0F1EDDA710077E784937A	520	no	no					
APU25_21150	711430005533346A0173293A5B83D5FA	146	no	no					
APU25_21155	55B4D4480E533239AB84200E6AD6C660	582	no	no					
APU25_21160	64AF57FDE553069D6BCA75950455625E	860	no	yes	5	1	0	4	GO:0003777,GO:0005524,GO:0007018,GO:0008017
APU25_21165	345153CB8A4EFCC62E0E4C38B1E9FCC9	460	no	yes	5	1	0	1	GO:0005515
APU25_21170	FD43BE331DB5CD28935EA56F7A6CF7F5	278	no	no					
APU25_21175	E6E900060FA8A5281390133E6A51DA3E	1124	no	yes	1	1	0		
APU25_21180	F2B652D455EDFD0C0C27326C9F726F83	83	no	yes	0	0	0		
APU25_21185	51CF443973296CF0A18306920DDD5AAE	156	no	no					
APU25_21190	F612CFC244CA03B1E3E46C46AEBF9CD5	218	no	no					
APU25_21195	D343540313B0DC4E1ED0D930952DF334	227	no	no					
APU25_21200	7D8D204BD6F681EDC9B67393E164AB8A	1628	no	no					
APU25_21205	A1514F3E451CA246A110C7FA9987A303	255	no	no					
APU25_21210	1FEE100FFF69123886EAC2270A2C8E68	254	no	no					
APU25_21215	19F9E6DCEE1B1562A726BFF6A1516F18	346	no	no					
APU25_21220	6642C98772492201B0648D24FFF6AFBC	692	no	yes	2	0	0	1	GO:0003677
APU25_21225	349A21B3DCF8CF3C37D1CB557C730B73	424	no	no					
APU25_21230	A578EEC683CBF90D3550B3DCF5C17AA0	149	no	yes	0	0	0		
APU25_21235	832C8B1BA14C28C448F5BA4B3A22A3DB	299	no	yes	0	0	0		
APU25_21240	672D74155336401842D937E1AF79A95C	843	no	no					
APU25_21245	35A48CD12DA48C09505F279470645346	804	no	no					
APU25_21250	4D13661B966B8953F63B1F6CBC441E07	577	no	no					
APU25_21255	2514EC7D72AF2E1AEAC6A2A880CA2D3D	263	no	yes	1	1	0		
APU25_21260	B5F7F656BD0AC2C02E02D7AD4EF94426	470	no	yes	7	2	0	4	GO:0004315,GO:0006633,GO:0016746,GO:0016747
APU25_21265	E446E489A463CA2385CD9447D1228195	705	no	no					
APU25_21270	E1F676EE1FC3021C2CE6C3336267ADFC	478	no	no					
APU25_21275	670AE839542FAB44AA4DE2F477C2A8DF	67	no	yes	1	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_21280	B0508152A8E98A63D111A44D3D474EEC	333	no	yes	4	2	0	2	GO:0016274,GO:0018216
APU25_21285	F89AA61FDD16179F972BB166B6629B5A	474	no	no					
APU25_21290	4E32409B47ACB0A15114D22652A0980F	383	no	yes	3	1	0	2	GO:0004332,GO:0006096
APU25_21295	1DBEBB6A751E607FD0229E2028B78CE7	147	no	no					
APU25_21300	95155A90634318F22038D22B1C6F96A5	91	no	yes	3	1	0	3	GO:0005875,GO:0007017,GO:0030286
APU25_21305	40003E66265850C28A640255A3FDA057	1093	no	no					
APU25_21310	955F53AE6E457CEFA60B2788F312C440	734	no	no					
APU25_21315	059D60AADD34E99E2D116760F4E81211	342	no	no					
APU25_21320	C7E5FDD0403ADFA6A7BFDA2EB5062066	319	no	yes	3	1	0	1	GO:0055085
APU25_21325	2E74AEE2ADFC7C9163EA4449478D967C	416	no	no					
APU25_21330	E2DF6F617D51FBE51D3A3A29853EF9D0	335	no	yes	8	2	0	3	GO:0016491,GO:0050661,GO:0051287
APU25_21335	49C9044CA5EAA1D069EAEE0E380E4A27	533	no	yes	7	3	0	3	GO:0008883,GO:0033014,GO:0050661
APU25_21340	1178DFE99030B59B46F19BB223C8D519	354	no	no					
APU25_21345	1FC2EC7D7397967223F4E417AC1FA902	246	no	yes	1	1	0		
APU25_21350	D4DF6744AEB4DC2E4CDCA820C7FFC2AE	320	no	no					
APU25_21355	FF2725A5FC36ED6020E4C78AB5C0ED40	928	no	no					
APU25_21360	896C535A06E1D65B2A3D25EE39A9FCEE	130	no	no					
APU25_21365	2FBBEF9F72592CB3BA938E714E5CD801	393	no	yes	0	0	0		
APU25_21370	1943DF10B62F1210B303BA78A6571E2D	281	no	yes	1	0	0	1	GO:0032981
APU25_21375	CB45519EB3FDB9F60B0EBA88B3FB9185	222	no	yes	4	1	0		
APU25_21380	0CB1A8D63F39587B98269025213AF622	191	no	yes	1	0	0		
APU25_21385	408A8FC03BC90DE902C3000820BE71BA	311	no	no					
APU25_21390	70386F51F620AB9A396628ACA8FE2F60	299	no	no					
APU25_21395	953146075FCFD423B689D4DB1B889762	203	no	yes	1	1	0	1	GO:0007034
APU25_21400	2579B1C39F0FA58CFECB221584F1B09D	260	no	yes	2	2	0	4	GO:0000139,GO:0005801,GO:0006888,GO:0016020
APU25_21405	2640AF0A2738BC46474BD42C06FFC981	720	no	no					
APU25_21410	5FA326998941D5C6F23DE4FC1A51858E	614	no	no					
APU25_21415	6E020B8D9F00A546360C5CB51F9DC170	789	no	no					
APU25_21420	FA49CB5E0F8B8D0ADDB2FF9B62B5D9B1	479	no	no					
APU25_21425	80F7AEB3C2906A033BF3AEAB97338B61	128	no	no					
APU25_21430	24379BF60DFA262F15D30ACFB417F4D0	606	no	yes	8	3	0	5	GO:0003824,GO:0003852,GO:0009098,GO:0019752,GO:0046912
APU25_21435	E10B15E3840AE878389D2E81298264E3	316	no	yes	6	1	0	3	GO:0000268,GO:0005515,GO:0016558
APU25_21440	50DE29D6F62BC1C9A8B301C61E7996EE	312	no	yes	0	0	0		
APU25_21445	1FDB52FF9C18E82A64ACEF106A9A2054	71	no	yes	0	0	0		
