locus_tag	symbol	product	chromosome	accession	start	end	strand	exons	protein_len	source_locus	subgenome	identity	QC	symbol_source	product_source	dup_pair_id	interpro_family_candidates	interpro_family_unresolved	interpro_domain_all	interpro_structural_only	symbol_rejected	symbol_rejected_reason	eggnog_data_row
APU25_14065		hypothetical protein	7	CM128231.1	14790	15593	-	1	267	ACKKBG_A30355	A-only	1.0000	pass	none	none	DUP0154							TRUE
APU25_14070		hypothetical protein	7	CM128231.1	15624	16280	-	1	218	ACKKBF_B00020	B-only	0.9817	pass	none	none	DUP0154							TRUE
APU25_14075		FAS1 domain-containing protein	7	CM128231.1	17602	18773	+	5	183	ACKKBG_A14725	tie	1.0000	pass	none	interpro_domain				IPR000782 FAS1 domain				TRUE
APU25_14080	ALDH5	Aldehyde dehydrogenase domain-containing protein	7	CM128231.1	19121	22753	-	11	545	ACKKBG_A14730	A	0.9817	pass	utex250a	interpro_domain				IPR015590 Aldehyde dehydrogenase domain				TRUE
APU25_14085	CGL133	hypothetical protein	7	CM128231.1	23044	29455	-	17	1125	ACKKBG_A14735	tie	0.9911	pass	utex250a	none								TRUE
APU25_14090	BCDH	Transketolase-like, pyrimidine-binding and Transketolase, C-terminal domain-containing protein	7	CM128231.1	29916	32214	+	8	360	ACKKBG_A14740	tie	0.9889	pass	eggnog	interpro_domain_multi				IPR005475 Transketolase-like, pyrimidine-binding domain; IPR033248 Transketolase, C-terminal domain				TRUE
APU25_14095	DAGLB	Diacylglycerol lipase, N-terminal transmembrane region and Fungal lipase-type domain-containing protein	7	CM128231.1	32639	37490	-	9	1099	ACKKBG_A14745	tie	0.9961	frameshift	eggnog	interpro_domain_multi				IPR063390 Diacylglycerol lipase, N-terminal transmembrane region; IPR002921 Fungal lipase-type domain				TRUE
APU25_14100	TIC21	Protein of unknown function DUF3611	7	CM128231.1	37943	39794	-	5	286	ACKKBF_B14750	B	0.9931	pass	eggnog	interpro_family								TRUE
APU25_14105	DDI1	Ubiquitin-like and DNA damage inducible protein 1 ubiquitin-like domain-containing protein	7	CM128231.1	40095	42193	+	6	425	ACKKBG_A14755	A	1.0000	pass	utex250a	interpro_domain_multi				IPR000626 Ubiquitin-like domain; IPR033882 DNA damage inducible protein 1 ubiquitin-like domain; IPR019103 Aspartic peptidase, DDI1-type; IPR015940 Ubiquitin-associated domain				TRUE
APU25_14110	COPA1	Coatomer subunit alpha, WD Associated Region and COPA/B, second beta-propeller domain-containing protein	7	CM128231.1	42562	47986	+	7	1246	ACKKBG_A14760	tie	0.9992	pass	utex250a	interpro_domain_multi				IPR047312 Coatomer subunit alpha, WD Associated Region; IPR006692 COPA/B, second beta-propeller domain; IPR056176 COPA/B, TPR domain; IPR010714 Coatomer, alpha subunit, C-terminal				TRUE
APU25_14115	ENGB1	GTP-binding protein, ribosome biogenesis, YsxC	7	CM128231.1	48182	49729	-	4	315	ACKKBG_A14765	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_14120	SUR6	Surfeit locus 6	7	CM128231.1	50112	52202	+	7	359	ACKKBG_A14770	tie	0.9944	pass	utex250a	interpro_family								TRUE
APU25_14125		Thioredoxin and Alkyl hydroperoxide reductase subunit C/Thiol specific antioxidant domain-containing protein	7	CM128231.1	52841	54342	+	6	206	ACKKBG_A14775	tie	1.0000	pass	none	interpro_domain_multi				IPR013766 Thioredoxin domain; IPR000866 Alkyl hydroperoxide reductase subunit C/Thiol specific antioxidant				TRUE
APU25_14130		THO complex, subunit 5	7	CM128231.1	54689	56077	-	3	379	ACKKBG_A14780	tie	0.9921	pass	none	interpro_family								TRUE
APU25_14135	MDM38	LETM1/MDM38-like	7	CM128231.1	56413	60198	-	4	765	ACKKBF_B14785	B	0.9987	pass	utex250a	interpro_family								TRUE
APU25_14140	NDUFAF7	Protein arginine methyltransferase NDUFAF7	7	CM128231.1	60701	62709	+	5	505	ACKKBG_A14790	tie	0.9941	pass	utex250a	interpro_family	DUP0155							TRUE
APU25_14145	UBC13	Ubiquitin-conjugating (UBC), catalytic core and Ubiquitin-associated domain-containing protein	7	CM128231.1	63077	64306	+	6	194	ACKKBG_A14795	tie	0.9897	pass	utex250a	interpro_domain_multi	DUP0155			IPR000608 Ubiquitin-conjugating (UBC), catalytic core domain; IPR015940 Ubiquitin-associated domain				TRUE
APU25_14150	BnaCnng72040D	Purple acid phosphatase, metallophosphatase and Calcineurin-like, phosphoesterase domain-containing protein	7	CM128231.1	64769	67453	-	7	517	ACKKBG_A14800	tie	0.9961	pass	eggnog	interpro_domain_multi				IPR041792 Purple acid phosphatase, metallophosphatase domain; IPR004843 Calcineurin-like, phosphoesterase domain; IPR025733 Purple acid phosphatase, C-terminal domain				TRUE
APU25_14155		Diphthamide biosynthesis protein 3/4-like	7	CM128231.1	67500	68049	-	3	78	ACKKBG_A14805	tie	1.0000	pass	none	interpro_family						LOC109010232	loc_placeholder	TRUE
APU25_14160	GIT2	GPI transamidase component Gaa1	7	CM128231.1	68349	70192	+	3	536	ACKKBG_A14810	A	0.9832	pass	utex250a	interpro_family								TRUE
APU25_14165	B0103C08-B0602B01.12	Thioredoxin-like 3-3	7	CM128231.1	70392	71133	+	4	130	ACKKBG_A14815	tie	0.9923	pass	eggnog	interpro_family								TRUE
APU25_14170	NUDT19	NADH pyrophosphatase-like, N-terminal and Zinc ribbon, NADH pyrophosphatase domain-containing protein	7	CM128231.1	71480	73199	-	5	381	ACKKBG_A14820	tie	0.9974	pass	eggnog	interpro_domain_multi				IPR015375 NADH pyrophosphatase-like, N-terminal; IPR015376 Zinc ribbon, NADH pyrophosphatase; IPR000086 NUDIX hydrolase domain; IPR049734 NADH pyrophosphatase-like, C-terminal domain				TRUE
APU25_14175	ABSGL_11117.1	NADP-dependent oxidoreductase domain-containing protein	7	CM128231.1	73477	75024	+	5	338	ACKKBF_B14825	B	0.9911	pass	eggnog	interpro_domain				IPR023210 NADP-dependent oxidoreductase domain				TRUE
APU25_14180		GPN-loop GTPase 2	7	CM128231.1	75695	76811	-	3	264	ACKKBG_A14830	tie	0.9962	pass	none	interpro_family						11411004	numeric_only	TRUE
APU25_14185	KCA1	Ion transport and Regulator of K+ conductance, N-terminal lobe domain-containing protein	7	CM128231.1	77423	83211	+	16	937	ACKKBG_A14835	tie	0.9968	pass	utex250a	interpro_domain_multi				IPR005821 Ion transport domain; IPR003148 Regulator of K+ conductance, N-terminal lobe; IPR003929 Calcium-activated potassium channel BK, alpha subunit				TRUE
APU25_14190	FBP2	Fructose-1,6-bisphosphatase	7	CM128231.1	83435	86017	-	9	418	ACKKBG_A14850	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_14195	USP2	UDPGP family	7	CM128231.1	86224	89644	+	9	612	ACKKBF_B14855	B	0.9853	frameshift	utex250a	interpro_family								TRUE
APU25_14200	ATPVF1	ATPase, V1 complex, subunit F, eukaryotic	7	CM128231.1	90193	90868	-	3	120	ACKKBG_A14860	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_14205	MYB44	SANT/Myb and Myb domain-containing protein	7	CM128231.1	91622	94268	-	6	456	ACKKBG_A14865	tie	0.9956	pass	eggnog	interpro_domain_multi				IPR001005 SANT/Myb domain; IPR017930 Myb domain				TRUE
APU25_14210	NCDN	Neurochondrin	7	CM128231.1	94966	98774	+	8	808	ACKKBG_A14870	tie	0.9938	pass	eggnog	interpro_family								TRUE
APU25_14215		hypothetical protein	7	CM128231.1	99417	100459	-	2	278	ACKKBG_A14875	tie	1.0000	pass	none	none								TRUE
APU25_14220		hypothetical protein	7	CM128231.1	101328	103080	+	2	491	ACKKBG_A14880	tie	0.9878	no_start_Met	none	none					TRUE			TRUE
APU25_14225	CLINT1	ENTH domain-containing protein	7	CM128231.1	103266	105234	-	3	539	ACKKBG_A14885	tie	1.0000	pass	eggnog	interpro_domain				IPR013809 ENTH domain				TRUE
APU25_14230	ALDH6	Methylmalonate-semialdehyde dehydrogenase	7	CM128231.1	105602	108660	+	7	531	ACKKBG_A14890	tie	0.9981	pass	utex250a	interpro_family								TRUE
APU25_14235	GAA	hypothetical protein	7	CM128231.1	109960	111926	-	6	325	ACKKBG_A14895	tie	1.0000	pass	eggnog	none	DUP0156							TRUE
APU25_14240	AGL1	P-type trefoil and Glycoside hydrolase family 31, N-terminal domain-containing protein	7	CM128231.1	112431	118908	-	17	1073	ACKKBG_A14900	A	0.9963	pass	utex250a	interpro_domain_multi	DUP0156			IPR000519 P-type trefoil domain; IPR025887 Glycoside hydrolase family 31, N-terminal domain; IPR000322 Glycoside hydrolase family 31, TIM barrel domain; IPR048395 Glycosyl hydrolase family 31, C-terminal domain				TRUE
APU25_14245	VEF3501	hypothetical protein	7	CM128231.1	119335	124024	+	9	988	ACKKBG_A14905	tie	0.9997	internal_stop,frameshift	eggnog	none								TRUE
APU25_14250	IMP4	U3 snoRNP protein/Ribosome production factor 1	7	CM128231.1	124351	126326	+	5	298	ACKKBG_A14910	tie	0.9966	pass	eggnog	interpro_family								TRUE
APU25_14255	FACE1	CAAX prenyl protease 1	7	CM128231.1	126633	128779	+	5	433	ACKKBG_A14915	tie	0.9954	pass	eggnog	interpro_family								TRUE
APU25_14260	APH1	Gamma-secretase subunit Aph-1	7	CM128231.1	129205	130686	-	6	246	ACKKBG_A14920	tie	0.9959	pass	utex250a	interpro_family								TRUE
APU25_14265	drp2	Dynamin	7	CM128231.1	131003	134036	+	5	694	ACKKBG_A14925	tie	1.0000	pass	eggnog	interpro_family								TRUE
APU25_14270		hypothetical protein	7	CM128231.1	134202	135071	-	4	124	ACKKBG_A14930	A	1.0000	pass	none	none								FALSE
APU25_14275		Glycosyltransferase BC10-like	7	CM128231.1	135610	138127	-	7	440	ACKKBG_A14935	tie	1.0000	pass	none	interpro_family	DUP0157					LOC104594065	loc_placeholder	TRUE
APU25_14280		Transcription initiation factor IID, subunit 13	7	CM128231.1	138548	139906	-	6	173	ACKKBG_A14940	tie	1.0000	pass	none	interpro_family	DUP0157					LOC104594065	loc_placeholder	TRUE
APU25_14285	EIF4A	Helicase superfamily 1/2, ATP-binding and DEAD/DEAH-box helicase domain-containing protein	7	CM128231.1	140311	141692	-	2	409	ACKKBG_A14945	tie	1.0000	pass	utex250a	interpro_domain_multi				IPR014001 Helicase superfamily 1/2, ATP-binding domain; IPR011545 DEAD/DEAH-box helicase domain; IPR001650 Helicase, C-terminal domain-like				TRUE
APU25_14290		Peptidase C19, ubiquitin carboxyl-terminal hydrolase and Ubiquitin specific protease UPS, catalytic domain-containing protein	7	CM128231.1	142089	143752	+	2	491	ACKKBG_A14950	tie	0.9898	pass	none	interpro_domain_multi				IPR001394 Peptidase C19, ubiquitin carboxyl-terminal hydrolase; IPR028889 Ubiquitin specific protease UPS, catalytic domain		20211749	numeric_only	TRUE
APU25_14295		hypothetical protein	7	CM128231.1	144132	146252	-	5	388	ACKKBG_A14955	tie	0.9974	pass	none	none								TRUE
APU25_14300	MAPK3	Protein kinase domain-containing protein	7	CM128231.1	146683	148761	-	5	388	ACKKBG_A14960	tie	0.9897	pass	utex250a	interpro_domain				IPR000719 Protein kinase domain				TRUE
APU25_14305	PSBP3	PsbP, C-terminal domain-containing protein	7	CM128231.1	149062	150648	+	4	273	ACKKBF_B14965	B	0.9890	pass	utex250a	interpro_domain				IPR002683 PsbP, C-terminal				TRUE
APU25_14310		hypothetical protein	7	CM128231.1	151748	153205	+	6	212	ACKKBG_A14970	A	0.9717	pass	none	none								FALSE
APU25_14315	SGPL	Group II Amino Acid Decarboxylases	7	CM128231.1	153846	157189	-	8	591	ACKKBG_A14975	tie	1.0000	pass	eggnog	interpro_family								TRUE
APU25_14320		hypothetical protein	7	CM128231.1	158179	158592	+	1	137	ACKKBG_A14980	A	0.9927	pass	none	none								FALSE
APU25_14325		hypothetical protein	7	CM128231.1	159040	159840	+	1	266	ACKKBG_A14985	tie	0.9474	pass	none	none								FALSE
APU25_14330		hypothetical protein	7	CM128231.1	160623	161618	-	1	331	ACKKBG_A14990	tie	0.9849	pass	none	none	DUP0158							TRUE
APU25_14335		hypothetical protein	7	CM128231.1	161645	162603	-	4	196	ACKKBG_A14995	tie	0.9949	pass	none	none	DUP0158				TRUE			TRUE
APU25_14340	g632	Amino acid transporter, transmembrane domain-containing protein	7	CM128231.1	163358	165678	-	5	476	ACKKBG_A15000	tie	0.9958	pass	eggnog	interpro_domain				IPR013057 Amino acid transporter, transmembrane domain				TRUE
APU25_14345	AAP2	Amino acid transporter, transmembrane domain-containing protein	7	CM128231.1	166196	169126	-	9	439	ACKKBG_A15005	tie	0.9932	pass	eggnog	interpro_domain				IPR013057 Amino acid transporter, transmembrane domain				TRUE
APU25_14350	AAP2	Amino acid transporter, transmembrane domain-containing protein	7	CM128231.1	170076	172499	-	8	446	ACKKBG_A15010	tie	1.0000	pass	eggnog	interpro_domain				IPR013057 Amino acid transporter, transmembrane domain				TRUE
APU25_14355		16S/18S rRNA aminocarboxypropyltransferase Tsr3	7	CM128231.1	173174	174756	+	4	306	ACKKBG_A15015	tie	0.9967	pass	none	interpro_family						LOC106765865	loc_placeholder	TRUE
APU25_14360	POB32	hypothetical protein	7	CM128231.1	175277	177337	-	5	447	ACKKBF_B15020	B	0.9978	pass	utex250a	none								TRUE
APU25_14365	AP2S2	AP-2 complex subunit sigma	7	CM128231.1	177962	178747	-	2	220	ACKKBF_B15025	B	0.9955	pass	utex250a	interpro_family								TRUE
APU25_14370		AP2/ERF domain-containing protein	7	CM128231.1	179675	182463	-	9	411	ACKKBG_A15030	tie	1.0000	pass	none	interpro_domain				IPR001471 AP2/ERF domain				TRUE
APU25_14375	EFG2	Translational (tr)-type GTP-binding and Small GTP-binding domain-containing protein	7	CM128231.1	184101	187523	-	5	841	ACKKBG_A15035	tie	0.9964	no_start_Met	utex250a	interpro_domain_multi	DUP0159			IPR000795 Translational (tr)-type GTP-binding domain; IPR005225 Small GTP-binding domain; IPR004161 Translation elongation factor EFTu-like, domain 2; IPR041095 Elongation Factor G, domain II; IPR005517 Translation elongation factor EFG/EF2, domain IV; IPR000640 Elongation factor EFG, domain V-like				TRUE
APU25_14380	efg2	RNA polymerase subunit Rpb7-like	7	CM128231.1	188529	189946	-	4	243	ACKKBF_B15040	B	1.0000	pass	eggnog	interpro_family	DUP0159							TRUE
APU25_14385	EMB514	Protein DCL-like	7	CM128231.1	190462	191630	+	4	213	ACKKBF_B15045	B	1.0000	pass	eggnog	interpro_family	DUP0160							TRUE
APU25_14390	EMB514	hypothetical protein	7	CM128231.1	191917	193699	+	4	416	ACKKBF_B15050	B	0.9904	pass	eggnog	none	DUP0160				TRUE			TRUE
APU25_14395	ATR	Serine/threonine-protein kinase ATR-like, M-HEAT region and PIK-related kinase, FAT domain-containing protein	7	CM128231.1	193805	206516	-	21	2751	ACKKBF_B15055	B	0.9935	pass	eggnog	interpro_domain_multi				IPR056802 Serine/threonine-protein kinase ATR-like, M-HEAT region; IPR014009 PIK-related kinase, FAT domain; IPR003151 PIK-related kinase, FAT; IPR057564 Serine/threonine-protein kinase ATR-like, HEAT repeats; IPR000403 Phosphatidylinositol 3-/4-kinase, catalytic domain; IPR003152 FATC domain				TRUE
APU25_14400	SWC2	Vps72/YL1, N-terminal and Vps72/YL1, C-terminal domain-containing protein	7	CM128231.1	206796	209218	+	7	418	ACKKBG_A15060	tie	0.9880	pass	eggnog	interpro_domain_multi				IPR046757 Vps72/YL1, N-terminal; IPR013272 Vps72/YL1, C-terminal				TRUE
APU25_14405	PRMT4	Protein arginine N-methyltransferase	7	CM128231.1	209732	211982	+	5	500	ACKKBF_B15065	B	0.9900	pass	utex250a	interpro_family								TRUE
APU25_14410	PPT1	hypothetical protein	7	CM128231.1	212325	214288	+	5	352	ACKKBF_B15070	B	0.9773	pass	eggnog	none					TRUE			TRUE
APU25_14415	GTG1	Golgi pH regulator, conserved and Abscisic acid G-protein coupled receptor-like domain-containing protein	7	CM128231.1	214371	216604	-	4	510	ACKKBG_A15075	A	0.9863	frameshift	eggnog	interpro_domain_multi				IPR022535 Golgi pH regulator, conserved domain; IPR025969 Abscisic acid G-protein coupled receptor-like domain				TRUE
APU25_14420		RMD1/Sad1-interacting	7	CM128231.1	217087	219226	-	6	370	ACKKBG_A15080	tie	1.0000	pass	none	interpro_family						25483211	numeric_only	TRUE
APU25_14425		hypothetical protein	7	CM128231.1	219553	221755	+	6	510	ACKKBF_B15085	B	0.9922	pass	none	none	DUP0161							TRUE
APU25_14430	LCI3	hypothetical protein	7	CM128231.1	222329	222790	+	2	101	ACKKBG_A15090	tie	0.9901	pass	utex250a	none	DUP0161							TRUE
APU25_14435	COG3	Conserved oligomeric Golgi complex subunit 3, N-terminal and Conserved oligomeric Golgi complex subunit 3, C-terminal domain-containing protein	7	CM128231.1	223068	226678	-	6	896	ACKKBF_B15095	B	0.9888	pass	utex250a	interpro_domain_multi				IPR048320 Conserved oligomeric Golgi complex subunit 3, N-terminal; IPR048685 Conserved oligomeric Golgi complex subunit 3, C-terminal; IPR063408 COG3, C-terminal cap domain				TRUE
APU25_14440	CGL20	hypothetical protein	7	CM128231.1	227053	227851	-	4	142	ACKKBF_B15105	B	0.9930	pass	utex250a	none								TRUE
APU25_14445		hypothetical protein	7	CM128231.1	228204	229663	-	4	306	ACKKBF_B15110	B	1.0000	pass	none	none								FALSE
APU25_14450		RNA recognition motif domain-containing protein	7	CM128231.1	230091	232808	-	7	543	ACKKBF_B15115	B	0.9926	pass	none	interpro_domain	DUP0162			IPR000504 RNA recognition motif domain		25502472	numeric_only	TRUE
APU25_14455	FAP402A	GAF and Protein kinase domain-containing protein	7	CM128231.1	233197	236863	-	5	847	ACKKBF_B15120	B	0.9906	pass	utex250a	interpro_domain_multi	DUP0162			IPR003018 GAF domain; IPR000719 Protein kinase domain; IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain				TRUE
APU25_14460		Peptidase S9A, N-terminal and Peptidase S9, prolyl oligopeptidase, catalytic domain-containing protein	7	CM128231.1	237271	240934	-	8	810	ACKKBF_B15125	B	0.9938	pass	none	interpro_domain_multi				IPR023302 Peptidase S9A, N-terminal domain; IPR001375 Peptidase S9, prolyl oligopeptidase, catalytic domain		LOC123149893	loc_placeholder	TRUE
APU25_14465	MCM8	Mini-chromosome maintenance protein	7	CM128231.1	241201	245916	+	11	804	ACKKBG_A15130	tie	0.9938	pass	eggnog	interpro_family								TRUE
APU25_14470	PTA1A	Major facilitator superfamily	7	CM128231.1	246636	248987	+	5	559	ACKKBF_B15140	B	1.0000	pass	utex250a	interpro_family								TRUE
APU25_14475		hypothetical protein	7	CM128231.1	249525	250717	-	2	325	ACKKBF_B15150	B	0.9795	internal_stop,frameshift	none	none								FALSE
APU25_14480		hypothetical protein	7	CM128231.1	250454	251267	-	3	184	ACKKBG_A15155	A-only	0.9783	internal_stop	none	none								FALSE
APU25_14485	RvY_01436	hypothetical protein	7	CM128231.1	253051	253801	-	2	176	ACKKBF_B40175	B-only	0.9943	pass	eggnog	none					TRUE			TRUE
APU25_14490		Glycoside hydrolase family 18, catalytic domain-containing protein	7	CM128231.1	253430	254793	-	4	251	ACKKBG_A15160	A	0.9960	pass	none	interpro_domain				IPR001223 Glycoside hydrolase family 18, catalytic domain				TRUE
APU25_14495		hypothetical protein	7	CM128231.1	255756	256229	+	1	157	ACKKBG_A15165	A-only	1.0000	pass	none	none								FALSE
APU25_14500	PTA1B	Major facilitator, sugar transporter-like	7	CM128231.1	257682	259974	+	4	545	ACKKBG_A15170	tie	0.9982	pass	utex250a	interpro_family								TRUE
APU25_14505		hypothetical protein	7	CM128231.1	261018	263082	+	5	456	ACKKBG_A15175	tie	0.9846	pass	none	none								FALSE
APU25_14510	SDF2	MIR motif domain-containing protein	7	CM128231.1	263764	265026	+	5	210	ACKKBG_A15180	tie	0.9952	pass	eggnog	interpro_domain				IPR016093 MIR motif				TRUE
APU25_14515		hypothetical protein	7	CM128231.1	265285	266294	+	4	154	ACKKBF_B15185	B	0.8312	pass	none	none								FALSE
APU25_14520		hypothetical protein	7	CM128231.1	266867	268128	-	3	278	ACKKBF_B15190	B	0.9964	pass	none	none								FALSE
APU25_14525	ROC104	Protein kinase and Serine-threonine/tyrosine-protein kinase, catalytic domain-containing protein	7	CM128231.1	269134	273241	+	9	722	ACKKBF_B15195	B	0.9848	pass	utex250a	interpro_domain_multi				IPR000719 Protein kinase domain; IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain				TRUE
APU25_14530		hypothetical protein	7	CM128231.1	273559	273849	-	1	96	ACKKBG_A15200	A-only	0.9583	pass	none	none								FALSE
APU25_14535	AAP2	Amino acid transporter, transmembrane domain-containing protein	7	CM128231.1	274991	277248	-	5	450	ACKKBF_B15205	B	1.0000	pass	eggnog	interpro_domain				IPR013057 Amino acid transporter, transmembrane domain				TRUE
APU25_14540	AAT1	Aminotransferase, class I/classII, large domain-containing protein	7	CM128231.1	278004	280153	-	3	521	ACKKBF_B15210	B	0.9962	pass	utex250a	interpro_domain				IPR004839 Aminotransferase, class I/classII, large domain				TRUE
APU25_14545	DBR1	Calcineurin-like, phosphoesterase and Lariat debranching enzyme, N-terminal metallophosphatase domain-containing protein	7	CM128231.1	280688	282856	+	4	518	ACKKBF_B15215	B	0.9903	pass	utex250a	interpro_domain_multi				IPR004843 Calcineurin-like, phosphoesterase domain; IPR041816 Lariat debranching enzyme, N-terminal metallophosphatase domain; IPR007708 Lariat debranching enzyme, C-terminal				TRUE
APU25_14550	PFD5	Prefoldin alpha subunit, archaea-type	7	CM128231.1	283137	284112	-	4	147	ACKKBF_B15220	B	0.9932	pass	utex250a	interpro_family								TRUE
APU25_14555	MIF2	Translational (tr)-type GTP-binding and Small GTP-binding domain-containing protein	7	CM128231.1	284438	288372	+	4	980	ACKKBF_B15225	B	0.9959	pass	utex250a	interpro_domain_multi				IPR000795 Translational (tr)-type GTP-binding domain; IPR005225 Small GTP-binding domain; IPR044145 Translation initiation factor IF-2, domain II; IPR053905 Elongation factor G-like, domain II; IPR023115 Translation initiation factor IF- 2, domain 3				TRUE
APU25_14560	CPL13	CAAX prenyl protease 2/Lysostaphin resistance protein A-like domain-containing protein	7	CM128231.1	288792	291133	+	7	367	ACKKBF_B15230	B	0.9918	pass	utex250a	interpro_domain				IPR003675 CAAX prenyl protease 2/Lysostaphin resistance protein A-like domain				TRUE
