locus_tag	source	interpro_accessions	pfam_accessions	ncbifam	prosite	smart	cdd	superfamily	n_domains	interpro_accessions_other_libs
APU25_23415	ips6_local	IPR011990,IPR025799,IPR029063	PF06325		PS51678			SSF48452,SSF53335	4	
APU25_23420	matches_api	IPR006598	PF05686			SM00672			2	IPR051091
APU25_23425	ips6_local	IPR006598	PF05686			SM00672			2	
APU25_23430	ips6_local	IPR005814,IPR015424,IPR027417,IPR049704	PF00202,PF13500		PS00600		cd03109	SSF52540,SSF53383	6	
APU25_23435	ips6_local	IPR007877	PF05212						1	
APU25_23440	matches_api				PS51257				1	
APU25_23445	matches_api	IPR001917,IPR004839,IPR015424	PF00155		PS00599			SSF53383	3	IPR015421,IPR015422,IPR050087
APU25_23450	matches_api	IPR000253,IPR001841,IPR008984,IPR017907,IPR018957	PF00097,PF00498		PS00518,PS50006,PS50089	SM00184,SM00240	cd00060	SSF49879,SSF57850	10	IPR013083,IPR052256
APU25_23455	matches_api								0	
APU25_23460	matches_api	IPR019564,IPR033468,IPR036282	PF10568,PF17171				cd03054	SSF47616	4	IPR050931
APU25_23465	ips6_local	IPR002044,IPR003385,IPR013784,IPR017853	PF00686,PF02446		PS51166	SM01065		SSF49452,SSF51445	6	
APU25_23470	matches_api	IPR005532,IPR016187,IPR019257,IPR024775,IPR029063	PF03781,PF10017,PF12867					SSF53335,SSF56436	5	IPR042095,IPR051128
APU25_23475	matches_api								0	
APU25_23480	ips6_local	IPR003316,IPR036390,IPR037241	PF02319			SM01372		SSF144074,SSF46785	4	
APU25_23485	matches_api	IPR015883,IPR017853,IPR029018,IPR029019	PF00728,PF14845					SSF51445,SSF55545	4	IPR025705
APU25_23490	matches_api								0	
APU25_23495	ips6_local	IPR001431,IPR007863,IPR011249,IPR011765,IPR032632,IPR054734	PF00675,PF05193,PF16187,PF22456		PS00143			SSF63411	6	
APU25_23500	matches_api	IPR001757,IPR006539,IPR008250,IPR018303,IPR023298,IPR023299,IPR032630,IPR032631,IPR036412	PF13246,PF16209,PF16212	TIGR01494,TIGR01652	PS00154			SSF56784,SSF81653,SSF81660,SSF81665	10	IPR023214,IPR044492
APU25_23505	matches_api	IPR001279,IPR011108,IPR021718,IPR022712,IPR036866	PF07521,PF10996,PF11718,PF16661			SM00849,SM01027	cd16292	SSF56281	8	IPR050698
APU25_23510	ips6_local	IPR001254,IPR009003,IPR064058	PF30586		PS50240			SSF50494	3	
APU25_23515	matches_api	IPR001254,IPR009003,IPR064058	PF30586		PS50240			SSF50494	3	
APU25_23520	ips6_local	IPR001254,IPR009003,IPR064058	PF30586		PS50240			SSF50494	3	
APU25_23525	ips6_local	IPR009003,IPR064058	PF30586					SSF50494	2	
APU25_23530	ips6_local								0	
APU25_23535	ips6_local	IPR000719,IPR008271,IPR011009	PF00069		PS00108,PS50011	SM00220		SSF56112	5	
APU25_23540	matches_api								0	
APU25_23545	ips6_local	IPR013536	PF08325		PS51397				2	
APU25_23550	matches_api	IPR001387,IPR010982,IPR013729	PF01381,PF08523		PS50943	SM00530	cd00093	SSF47413	6	
APU25_23555	ips6_local	IPR005349	PF03647						1	
APU25_23560	ips6_local								0	
APU25_23565	ips6_local								0	
APU25_23570	ips6_local	IPR003440,IPR026899	PF02364,PF14288			SM01205			3	
APU25_23575	ips6_local	IPR003034,IPR005160,IPR005161,IPR006164,IPR006165,IPR016194,IPR036361,IPR036465,IPR047087	PF02037,PF02735,PF03730,PF03731	TIGR00578	PS50800	SM00513,SM00559	cd00788	SSF100939,SSF53300,SSF68906	12	
APU25_23580	ips6_local	IPR006133,IPR006172,IPR012337,IPR013697,IPR043502,IPR054475,IPR055191,IPR063197	PF03104,PF08490,PF22634,PF22912,PF23250			SM00486,SM01159	cd05535,cd05779	SSF53098,SSF56672	11	
APU25_23585	matches_api								0	
APU25_23590	matches_api	IPR000313	PF00855		PS50812	SM00293	cd05838	SSF63748	5	
APU25_23595	matches_api								0	
APU25_23600	ips6_local	IPR045865						SSF55021	1	
APU25_23605	ips6_local	IPR007527,IPR048324	PF21056		PS50966				2	
APU25_23610	ips6_local								0	
APU25_23615	ips6_local								0	
APU25_23620	ips6_local								0	
APU25_23625	ips6_local								0	
APU25_23630	matches_api	IPR002912,IPR006139,IPR006140,IPR006236,IPR029009,IPR029752,IPR036291,IPR045626,IPR045865	PF00389,PF01842,PF02826,PF19304	TIGR01327	PS00065,PS51671		cd04903,cd12173	SSF143548,SSF51735,SSF52283,SSF55021	13	
APU25_23635	ips6_local	IPR002921,IPR029058,IPR063390	PF01764,PF31009					SSF53474	3	
APU25_23640	ips6_local	IPR002921,IPR029058,IPR063390	PF01764,PF31009					SSF53474	3	
APU25_23645	ips6_local	IPR002921,IPR029058,IPR063390	PF01764,PF31009					SSF53474	3	
APU25_23650	matches_api	IPR000608,IPR016135,IPR023313	PF00179		PS00183,PS50127	SM00212	cd23798	SSF54495	6	IPR050113
APU25_23655	matches_api	IPR005002,IPR006379,IPR036412	PF03332	TIGR01484			cd02585	SSF56784	4	IPR023214,IPR043169
APU25_23660	matches_api	IPR001623,IPR013766,IPR017937,IPR018253,IPR019345,IPR036249,IPR036361,IPR036869	PF00085,PF00226,PF10208		PS00194,PS00636,PS50076,PS51352	SM00271	cd06257	SSF46565,SSF52833,SSF68906	12	IPR052842
APU25_23665	matches_api	IPR000640,IPR000795,IPR004161,IPR004540,IPR005225,IPR005517,IPR009000,IPR009022,IPR020568,IPR027417,IPR031157,IPR035647,IPR041095,IPR047872	PF00009,PF00679,PF03144,PF03764,PF14492	NF009381,TIGR00231,TIGR00484	PS00301,PS51722	SM00838,SM00889	cd01434,cd01886,cd04091,cd16262	SSF50447,SSF52540,SSF54211,SSF54980	20	IPR014721
APU25_23670	matches_api	IPR013078,IPR029033	PF00300			SM00855	cd07067	SSF53254	4	IPR050275
APU25_23675	ips6_local	IPR006016	PF00582				cd23659	SSF52402	3	
APU25_23680	matches_api	IPR011611,IPR029056,IPR031100	PF00294,PF03641				cd01168	SSF102405,SSF53613	5	IPR052700
APU25_23685	ips6_local	IPR000408,IPR009091,IPR058923	PF25390		PS00626,PS50012			SSF50985	4	
APU25_23690	matches_api	IPR000555,IPR024969,IPR033858,IPR037518	PF01398,PF13012		PS50249	SM00232	cd08062		5	
APU25_23695	matches_api	IPR031432	PF15704						1	
APU25_23700	matches_api	IPR000504,IPR034148,IPR035979	PF00076		PS50102	SM00360	cd12240	SSF54928	5	IPR012677,IPR027157
APU25_23705	matches_api	IPR001128,IPR017972,IPR036396	PF00067		PS00086		cd11042	SSF48264	4	IPR002403,IPR050529
APU25_23710	matches_api								0	
APU25_23715	matches_api	IPR002818,IPR006287,IPR029062	PF01965	TIGR01383			cd03135	SSF52317	4	IPR050325
APU25_23720	matches_api								0	
APU25_23725	ips6_local								0	
APU25_23730	matches_api	IPR002130,IPR013260,IPR020892,IPR029000	PF00160,PF08231		PS00170,PS50072		cd01926	SSF50891	6	
APU25_23735	matches_api	IPR001163,IPR010920,IPR016654,IPR047575	PF01423		PS52002	SM00651	cd01725	SSF50182	5	
APU25_23740	matches_api	IPR001623,IPR036869	PF00226		PS50076	SM00271	cd06257	SSF46565	5	IPR050817
APU25_23745	matches_api								0	
APU25_23750	matches_api	IPR000504,IPR035979	PF00076		PS50102	SM00360		SSF54928	4	IPR012677,IPR052285
APU25_23755	matches_api								0	IPR019258
APU25_23760	ips6_local	IPR004843,IPR008963,IPR015914,IPR025733,IPR029052,IPR041792	PF00149,PF14008,PF16656				cd00839	SSF49363,SSF56300	6	
APU25_23765	matches_api	IPR036424						SSF64005	1	IPR038887
APU25_23770	matches_api	IPR038789	PF27949						1	
APU25_23775	matches_api	IPR001900,IPR012340,IPR056404,IPR057324	PF00773,PF23161,PF25255			SM00955		SSF50249	5	IPR050180
APU25_23780	ips6_local	IPR002675	PF01781						1	
APU25_23785	matches_api	IPR013766,IPR017937,IPR036249	PF00085		PS00194,PS51352		cd02947	SSF52833	5	
APU25_23790	ips6_local	IPR000058,IPR013087,IPR035896,IPR057357	PF01428,PF25403		PS00028,PS50157,PS51039	SM00154		SSF118310	7	
APU25_23795	ips6_local	IPR005959,IPR011234,IPR015377,IPR036462,IPR036663	PF01557,PF09298	TIGR01266				SSF56529,SSF63433	5	
APU25_23800	matches_api	IPR006380,IPR036412	PF05116					SSF56784	2	IPR013783,IPR023214,IPR051518
APU25_23805	ips6_local	IPR000740,IPR009012,IPR013805	PF01025		PS01071		cd00446	SSF51064,SSF58014	5	
APU25_23810	matches_api	IPR004871,IPR018846,IPR058543	PF03178,PF10433,PF23726						3	IPR015943,IPR050358
APU25_23815	ips6_local	IPR006439,IPR036412	PF00702	TIGR01509				SSF56784	3	
APU25_23820	matches_api	IPR000719,IPR001245,IPR008271,IPR011009	PF07714		PS00108,PS50011	SM00220	cd13999	SSF56112	6	IPR051681
APU25_23825	matches_api	IPR007715	PF05019						1	IPR027540
APU25_23830	matches_api								0	
APU25_23835	ips6_local								0	
APU25_23840	ips6_local								0	
APU25_23845	ips6_local								0	
APU25_23850	ips6_local	IPR002989	PF01469						1	
APU25_23855	matches_api	IPR006680,IPR011059,IPR032466	PF01979	NF006055			cd01298	SSF51338,SSF51556	5	IPR050287
APU25_23860	ips6_local	IPR040911	PF03016						1	
APU25_23865	ips6_local	IPR040911	PF03016						1	
APU25_23870	matches_api	IPR006042,IPR006043	PF00860	TIGR00801					2	
APU25_23875	ips6_local	IPR040911	PF03016						1	
APU25_23880	ips6_local								0	
APU25_23885	matches_api								0	
APU25_23890	matches_api								0	IPR029063
APU25_23895	matches_api	IPR013878,IPR016024	PF08569					SSF48371	2	IPR011989
APU25_23900	ips6_local	IPR006089,IPR006091,IPR009075,IPR009100,IPR013786,IPR036250	PF00441,PF02770,PF02771		PS00072,PS00073			SSF47203,SSF56645	7	
APU25_23905	ips6_local							SSF52266	1	
APU25_23910	ips6_local								0	
APU25_23915	ips6_local								0	
APU25_23920	matches_api	IPR001345,IPR013078,IPR029033	PF00300		PS00175	SM00855	cd07067	SSF53254	5	IPR050275
APU25_23925	ips6_local	IPR000873,IPR020845,IPR025110,IPR045311	PF00501,PF13193		PS00455		cd05927	SSF56801	5	
APU25_23930	ips6_local	IPR000873,IPR020845	PF00501		PS00455			SSF56801	3	
APU25_23935	ips6_local	IPR007783	PF05091						1	
APU25_23940	matches_api	IPR013087,IPR022755,IPR036236	PF12171		PS00028	SM00355	cd20908	SSF57667	5	
APU25_23945	matches_api	IPR001353,IPR016050,IPR023333,IPR029055	PF00227		PS00854,PS51476		cd03762	SSF56235	5	IPR000243
APU25_23950	ips6_local								0	
APU25_23955	matches_api								0	
APU25_23960	matches_api	IPR002347,IPR036291	PF00106				cd05325	SSF51735	3	IPR051468
APU25_23965	matches_api	IPR004000,IPR043129	PF00022			SM00268	cd13395	SSF53067	4	
APU25_23970	matches_api	IPR004037,IPR004038,IPR029064	PF01248		PS01082		cd21104	SSF55315	4	IPR002415,IPR018492,IPR050257
APU25_23975	matches_api	IPR002088	PF01239		PS51147			SSF48439	3	
APU25_23980	matches_api	IPR028160	PF15341						1	
APU25_23985	matches_api	IPR000209,IPR000421,IPR006585,IPR008979,IPR023828,IPR036852	PF00082,PF00754		PS00138,PS51892	SM00607		SSF49785,SSF52743	7	IPR015500,IPR051048
APU25_23990	ips6_local	IPR000537,IPR044502	PF01040	NF009525			cd13960		3	
APU25_23995	matches_api	IPR004911,IPR036249	PF03227		PS51257			SSF52833	3	
APU25_24000	matches_api	IPR000330,IPR001650,IPR014001,IPR027417,IPR049730	PF00176,PF00271		PS51192,PS51194	SM00487,SM00490	cd18793	SSF52540	8	IPR038718
APU25_24005	ips6_local								0	
APU25_24010	matches_api	IPR000791	PF01184	NF038013					2	IPR047623
APU25_24015	matches_api	IPR024420,IPR058541	PF12739,PF24545						2	
APU25_24020	matches_api	IPR003789,IPR004413,IPR006075,IPR014746,IPR017958,IPR018027	PF02637,PF02934	NF004012,NF004014,TIGR00133	PS01234	SM00845		SSF55931,SSF89095	9	IPR017959,IPR023168,IPR042114
APU25_24025	ips6_local	IPR003961,IPR036116	PF00041		PS50853	SM00060	cd00063	SSF49265	5	
APU25_24030	matches_api	IPR019363,IPR029058	PF10230					SSF53474	2	
APU25_24035	matches_api	IPR018108,IPR023395	PF00153		PS50920			SSF103506	3	IPR002067,IPR051028
APU25_24040	matches_api	IPR000368,IPR001296	PF00534,PF00862					SSF53756	3	IPR044161
APU25_24045	matches_api	IPR000850,IPR006259,IPR027417,IPR033690	PF00406	TIGR01351	PS00113		cd01428	SSF52540	5	
APU25_24050	matches_api	IPR036612,IPR041174,IPR048548,IPR048549,IPR048550	PF17903,PF21800				cd22393,cd22394	SSF54791	5	IPR024166
APU25_24055	matches_api	IPR004598,IPR040662	PF03849,PF18307						2	
APU25_24060	ips6_local	IPR000403,IPR003151,IPR003152,IPR009076,IPR011009,IPR014009,IPR016024,IPR018936,IPR024585,IPR026683,IPR036738,IPR057564	PF00454,PF02259,PF02260,PF08771,PF11865,PF23593		PS00915,PS00916,PS50290,PS51189,PS51190	SM00146,SM01343,SM01345,SM01346	cd05169	SSF47212,SSF48371,SSF56112	19	
APU25_24065	matches_api	IPR002885,IPR003034,IPR036361	PF02037	TIGR00756	PS50800,PS51375	SM00513		SSF68906	6	IPR011990
APU25_24070	matches_api								0	
APU25_24075	ips6_local	IPR000504,IPR002483,IPR034268,IPR035979	PF00076,PF01480		PS50102,PS51025	SM00311,SM00360	cd12446	SSF54928	8	
APU25_24080	matches_api	IPR019181,IPR047574,IPR048478	PF09793,PF21166		PS52001	SM00995			4	IPR039683
APU25_24085	matches_api								0	
APU25_24090	ips6_local								0	
APU25_24095	matches_api	IPR000994,IPR013719,IPR013953,IPR029148,IPR036005,IPR048969,IPR056595	PF00557,PF08512,PF08644,PF14826,PF21091,PF24824			SM01285,SM01286,SM01287		SSF55920	10	IPR011993,IPR029149,IPR040258
APU25_24100	ips6_local	IPR011012,IPR018240,IPR022775,IPR028565,IPR036168	PF00928,PF01217		PS00990,PS00991,PS51072		cd09250,cd14835	SSF49447,SSF64356	9	
APU25_24105	matches_api	IPR003107,IPR011990,IPR055430,IPR055433,IPR056350	PF23220,PF23231,PF23233			SM00386		SSF48452	5	IPR045075
APU25_24110	ips6_local								0	
APU25_24115	matches_api	IPR000783,IPR005571,IPR020608,IPR035913,IPR036710	PF01191,PF03871	NF007129	PS01110			SSF53036,SSF55287	6	IPR014381
APU25_24120	matches_api	IPR000408,IPR009091,IPR058923	PF00415,PF25390		PS00626,PS50012			SSF50985	5	IPR051625
APU25_24125	matches_api	IPR006638,IPR007197,IPR019939,IPR019940,IPR020050,IPR045567,IPR058240	PF04055,PF19288	NF004884,TIGR00423,TIGR03550,TIGR03551	PS51918	SM00729	cd01335	SSF102114	10	IPR013785,IPR034405
APU25_24130	matches_api	IPR013892	PF08583						1	
APU25_24135	matches_api	IPR003382,IPR036551	PF02441					SSF52507	2	
APU25_24140	matches_api	IPR002942,IPR006145,IPR018496,IPR020103	PF00849,PF01479		PS01149,PS50889	SM00363	cd00165	SSF55120,SSF55174	8	IPR020094,IPR036986,IPR042092,IPR050343
APU25_24145	matches_api	IPR025564	PF14159						1	IPR033344
APU25_24150	matches_api	IPR005475,IPR009014,IPR029061,IPR033248	PF02779,PF02780	NF006667		SM00861	cd07036	SSF52518,SSF52922	7	
APU25_24155	matches_api	IPR003029,IPR012340	PF00575		PS50126	SM00316		SSF50249	4	IPR052757
APU25_24160	matches_api	IPR001345,IPR013078,IPR013079,IPR027417,IPR029033	PF00300,PF01591		PS00175	SM00855	cd07067	SSF52540,SSF53254	7	IPR003094
APU25_24165	ips6_local	IPR019316,IPR055401	PF10162,PF24606		PS51484	SM01225			4	
APU25_24170	ips6_local	IPR001890,IPR035920	PF01985		PS51295	SM01103		SSF75471	4	
APU25_24175	matches_api	IPR013979	PF08662					SSF82171	2	IPR011387,IPR015943
APU25_24180	matches_api	IPR004274,IPR036412			PS50969			SSF56784	2	IPR023214
APU25_24185	ips6_local	IPR002058,IPR004274,IPR036412,IPR043519,IPR054708	PF03828,PF22600		PS50969		cd05402	SSF56784,SSF81301,SSF81631	7	
APU25_24190	ips6_local	IPR002058,IPR043519,IPR054708	PF03828,PF22600				cd05402	SSF81301,SSF81631	5	
APU25_24195	matches_api	IPR002347,IPR011284,IPR020904,IPR036291,IPR057326	PF13561	NF009466,TIGR01830	PS00061	SM00822	cd05333	SSF51735	7	IPR050259
APU25_24200	ips6_local								0	
APU25_24205	matches_api								0	
APU25_24210	ips6_local	IPR002347,IPR020904,IPR036291	PF00106		PS00061			SSF51735	3	
APU25_24215	matches_api	IPR001208,IPR003593,IPR012340,IPR018525,IPR027417,IPR027925,IPR031327,IPR033762,IPR041562	PF00493,PF14551,PF17207,PF17855		PS00847,PS50051	SM00350,SM00382		SSF50249,SSF52540	10	IPR008046
APU25_24220	ips6_local	IPR000589,IPR005290,IPR009068	PF00312	TIGR00952	PS00362	SM01387	cd00353	SSF47060	6	
APU25_24225	ips6_local	IPR000182,IPR016181	PF00583		PS51186		cd04301	SSF55729	4	
APU25_24230	matches_api	IPR055122	PF08638						1	IPR013947
APU25_24235	matches_api	IPR001900,IPR002716,IPR012340,IPR022966,IPR029060,IPR033770,IPR033771,IPR041505	PF00773,PF13638,PF17215,PF17216,PF17849		PS01175	SM00670,SM00955	cd09862	SSF50249,SSF88723	11	IPR050180
APU25_24240	matches_api	IPR002075,IPR018222,IPR032710	PF02136		PS50177		cd00780	SSF54427	4	IPR045875
APU25_24245	ips6_local	IPR002937,IPR007526,IPR009057,IPR014876,IPR035441,IPR036188,IPR057031	PF01593,PF04433,PF08766,PF23030		PS50934,PS51998			SSF109715,SSF46689,SSF47676,SSF51905,SSF54373	11	
APU25_24250	matches_api	IPR036410						SSF57938	1	
APU25_24255	ips6_local	IPR002347,IPR036291,IPR057326	PF00106			SM00822		SSF51735	3	
APU25_24260	matches_api	IPR001333	PF02074		PS52034		cd06460	SSF55486	4	
APU25_24265	matches_api	IPR000569,IPR035983	PF00632		PS50096,PS50237	SM00119	cd00078	SSF56204	6	IPR044611
APU25_24270	matches_api	IPR000529,IPR020814,IPR035980	PF01250	TIGR00166			cd00473	SSF54995	4	IPR014717
APU25_24275	matches_api								0	
APU25_24280	matches_api	IPR018612	PF09745						1	
APU25_24285	ips6_local	IPR000330,IPR000953,IPR001650,IPR002464,IPR014001,IPR016197,IPR023780,IPR027417,IPR049730	PF00176,PF00271,PF00385		PS00690,PS50013,PS51192,PS51194	SM00298,SM00487,SM00490	cd18659,cd18793	SSF52540,SSF54160	14	
APU25_24290	matches_api	IPR001701,IPR008928,IPR033126	PF00759		PS00698			SSF48208	3	IPR012341
APU25_24295	ips6_local	IPR000744,IPR011990	PF14938					SSF48452	2	
APU25_24300	matches_api	IPR019194	PF09816						1	IPR027093
APU25_24305	ips6_local	IPR001650,IPR011545,IPR014001,IPR027417	PF00270,PF00271		PS51192,PS51194	SM00487,SM00490	cd18795	SSF158702,SSF52540	9	
APU25_24310	matches_api	IPR001810,IPR006553,IPR036047	PF00646			SM00367		SSF52047,SSF81383	4	IPR032675
APU25_24315	ips6_local	IPR001578,IPR038765	PF01088		PS52048		cd09616	SSF54001	4	
APU25_24320	ips6_local	IPR007853	PF05180		PS51501				2	
APU25_24325	matches_api								0	
APU25_24330	matches_api	IPR011990,IPR019734				SM00028		SSF48452	2	
APU25_24335	matches_api								0	
APU25_24340	ips6_local								0	
APU25_24345	ips6_local								0	
APU25_24350	ips6_local	IPR001533,IPR036428	PF01329				cd00913	SSF55248	3	
APU25_24355	ips6_local								0	
APU25_24360	matches_api	IPR011701,IPR036259	PF07690					SSF103473	2	IPR051068
APU25_24365	matches_api	IPR000889,IPR029759,IPR029760,IPR036249	PF00255		PS00460,PS00763,PS51355		cd00340	SSF52833	6	
APU25_24370	matches_api	IPR010788,IPR012674	PF07137					SSF50814	2	IPR044682
APU25_24375	ips6_local	IPR011011						SSF57903	1	
APU25_24380	matches_api	IPR001155	PF00724				cd02933	SSF51395	3	IPR013785,IPR045247
APU25_24385	ips6_local								0	
APU25_24390	matches_api	IPR000719,IPR008271,IPR011009	PF00069		PS00108,PS50011	SM00220		SSF56112	5	IPR051681
APU25_24395	ips6_local	IPR001757,IPR006121,IPR008250,IPR017969,IPR018303,IPR023298,IPR023299,IPR027256,IPR036163,IPR036412,IPR059000	PF00122,PF00403,PF00702	TIGR01494,TIGR01525	PS00154,PS01047,PS50846		cd00371	SSF55008,SSF56784,SSF81653,SSF81660,SSF81665	14	
APU25_24400	ips6_local								0	
APU25_24405	matches_api	IPR000182,IPR016181	PF00583		PS51186		cd04301	SSF55729	4	
APU25_24410	ips6_local	IPR023210,IPR036812	PF00248				cd19143	SSF51430	3	
APU25_24415	ips6_local	IPR001005,IPR032563	PF16282		PS50090	SM00717			3	
APU25_24420	matches_api	IPR000253,IPR008984	PF00498		PS50006	SM00240	cd22677	SSF49879	5	IPR050923
APU25_24425	ips6_local	IPR000225,IPR016024	PF00514		PS50176	SM00185		SSF48371	4	
APU25_24430	matches_api	IPR000007,IPR001810,IPR025659,IPR036047	PF01167,PF12937				cd09917	SSF54518,SSF81383	5	
APU25_24435	matches_api	IPR011701,IPR036259	PF07690					SSF103473	2	
APU25_24440	ips6_local	IPR000182,IPR016181	PF13508		PS51186		cd04301	SSF55729	4	
APU25_24445	ips6_local	IPR000571,IPR036855,IPR057444	PF00642,PF25512		PS50103	SM00356		SSF90229	5	
APU25_24450	ips6_local	IPR003732,IPR023509	PF02580	TIGR00256				SSF69500	3	
APU25_24455	ips6_local	IPR001046	PF01566	NF037982,TIGR01197					3	
APU25_24460	ips6_local	IPR000587,IPR000994,IPR029149,IPR032416,IPR033740,IPR036005	PF00557,PF01321,PF16188,PF16189				cd01085	SSF53092,SSF55920	7	
APU25_24465	ips6_local								0	
APU25_24470	ips6_local								0	
APU25_24475	ips6_local	IPR048324	PF21056						1	
APU25_24480	ips6_local								0	
APU25_24485	matches_api	IPR013078,IPR029033	PF00300			SM00855	cd07067	SSF53254	4	IPR052765
APU25_24490	ips6_local	IPR022552	PF12452						1	
APU25_24495	ips6_local	IPR025114	PF13225						1	
APU25_24500	matches_api	IPR000073,IPR029058	PF00561					SSF53474	2	IPR050471
APU25_24505	matches_api	IPR000073,IPR029058	PF12697					SSF53474	2	IPR050471
APU25_24510	matches_api	IPR011990,IPR019734,IPR025799,IPR029063,IPR041698	PF13649		PS51678	SM00028	cd02440	SSF48452,SSF53335	6	
APU25_24515	ips6_local	IPR002110,IPR036770	PF12796		PS50088,PS50297	SM00248		SSF48403	5	
APU25_24520	ips6_local	IPR010795,IPR036188	PF07156,PF13450					SSF51905	3	
APU25_24525	matches_api								0	
APU25_24530	ips6_local	IPR000719,IPR001245,IPR002912,IPR008271,IPR011009,IPR045865	PF07714		PS00108,PS50011,PS51671	SM00220	cd13999	SSF55021,SSF56112	8	
APU25_24535	matches_api	IPR027417,IPR038729	PF13476					SSF52540	2	
APU25_24540	ips6_local	IPR011545,IPR014001,IPR027417	PF00270		PS51192			SSF52540	3	
APU25_24545	ips6_local	IPR000086,IPR015797,IPR020084	PF00293		PS00893,PS51462			SSF55811	4	
APU25_24550	matches_api	IPR013791,IPR013792,IPR016443,IPR020719,IPR023797	PF01137,PF05189	TIGR03400	PS01287		cd00875	SSF55205	6	IPR000228,IPR036553,IPR037136
APU25_24555	matches_api	IPR001085,IPR015424,IPR019798,IPR039429	PF00464	NF000586	PS00096		cd00378	SSF53383	5	IPR015421,IPR015422,IPR049943
APU25_24560	ips6_local	IPR015408,IPR015411,IPR055065,IPR064128,IPR064193	PF09329,PF22379,PF24863		PS52065,PS52066	SM01280			6	
APU25_24565	matches_api	IPR022742,IPR029058	PF12146					SSF53474	2	
APU25_24570	matches_api	IPR003511,IPR036570			PS50815			SSF56019	2	IPR045091
APU25_24575	matches_api	IPR001841,IPR017907,IPR018957	PF00097		PS00518,PS50089	SM00184	cd16534	SSF57850	6	IPR013083,IPR045103
APU25_24580	ips6_local	IPR002762	PF01903				cd03416	SSF53800	3	
APU25_24585	matches_api								0	
APU25_24590	matches_api	IPR000756,IPR001206,IPR002219,IPR016064,IPR046349	PF00609,PF00781		PS50081,PS50146	SM00045,SM00046,SM00109		SSF111331,SSF57889	9	IPR017438,IPR037607
